FIPS,County,City,Year,Estimate,Primary Point
1951375,Plymouth,Merrill,July 01 2014,740,POINT (-96.2524909 42.7205507)
1924735,Polk,Elkhart,April 01 2010,683,POINT (-93.5242476 41.7922878)
1981120,Tama,Vining,July 01 2016,49,POINT (-92.3875202 41.990983)
1945795,Lyon,Little Rock,July 01 2011,462,POINT (-95.880437 43.4454349)
1967125,Calhoun,Rinard,July 01 2013,52,POINT (-94.4849296 42.3396126)
1905680,Wright,Belmond,July 01 2016,2327,POINT (-93.6084501 42.8465738)
1943500,Cherokee,Larrabee,July 01 2017,132,POINT (-95.5447369 42.8615008)
1906175,Linn,Bertram,July 01 2018,293,POINT (-91.5376397 41.9511334)
1971895,Page,Shambaugh,July 01 2012,187,POINT (-95.0352465 40.6574753)
1955065,Clarke,Murray,July 01 2012,745,POINT (-93.9488848 41.0413552)
1967575,Fremont,Riverton,July 01 2016,280,POINT (-95.5686127 40.6868183)
1948810,Delaware,Manchester,July 01 2014,5073,POINT (-91.4556248 42.4853639)
19113,Linn,Balance of Linn County,July 01 2018,20990,POINT (-91.5989646 42.0789478)
1969465,Delaware,Ryan,July 01 2013,358,POINT (-91.4851389 42.3524086)
1985710,Carroll,Willey,July 01 2011,93,POINT (-94.8223651 41.9787458)
1965505,Greene,Ralston (pt.),July 01 2017,2,POINT (-94.6293007 42.0417738)
1945255,Tama,Lincoln,July 01 2016,151,POINT (-92.6913872 42.2634642)
1984765,Fayette,West Union,July 01 2015,2396,POINT (-91.8132 42.9588918)
1972435,Butler,Shell Rock,July 01 2011,1315,POINT (-92.5818767 42.7122338)
1935265,Sioux,Hawarden,July 01 2015,2541,POINT (-96.4831539 43.0018665)
1954480,Ringgold,Mount Ayr,July 01 2018,1643,POINT (-94.2376587 40.7141372)
1909100,Hardin,Buckeye,July 01 2016,111,POINT (-93.3758285 42.419473)
1901270,Wayne,Allerton,July 01 2017,510,POINT (-93.3689153 40.7076938)
1904105,Palo Alto,Ayrshire,July 01 2013,138,POINT (-94.8335229 43.0395515)
1925050,Hamilton,Ellsworth,July 01 2018,499,POINT (-93.5818424 42.3101461)
1956415,Hardin,New Providence,April 01 2010,228,POINT (-93.1718387 42.2811866)
1943140,Carroll,Lanesboro,July 01 2017,112,POINT (-94.6921692 42.1826597)
1963075,Harrison,Pisgah,July 01 2013,242,POINT (-95.9263861 41.8304354)
1969015,Wright,Rowan,July 01 2017,154,POINT (-93.5504173 42.7391166)
1934185,Worth,Hanlontown,July 01 2014,224,POINT (-93.3788839 43.2809013)
19153,Polk,Balance of Polk County,July 01 2016,28799,POINT (-93.5735335 41.6855048)
1923475,Sac,Early,July 01 2018,517,POINT (-95.1523842 42.4614169)
1948720,Mills,Malvern,July 01 2015,1086,POINT (-95.5856662 41.0075619)
1973425,Buena Vista,Sioux Rapids,July 01 2012,790,POINT (-95.1487935 42.891608)
1956055,Benton,Newhall,July 01 2012,866,POINT (-91.9673411 41.9933287)
19165,Shelby,Balance of Shelby County,July 01 2015,3954,POINT (-95.3102113 41.6850926)
1962850,Boone,Pilot Mound,July 01 2017,170,POINT (-94.0183302 42.1592616)
19125,Marion,Balance of Marion County,July 01 2017,11854,POINT (-93.0994367 41.3344515)
1960645,Johnson,Oxford,July 01 2014,819,POINT (-91.7912597 41.7226966)
1947730,Calhoun,Lytton (pt.),April 01 2010,43,POINT (-94.8604989 42.4233029)
19081,Hancock,Balance of Hancock County,July 01 2013,3643,POINT (-93.7342723 43.0818861)
1958170,Jasper,Oakland Acres,July 01 2015,157,POINT (-92.821163 41.7204392)
1957630,Worth,Northwood,July 01 2011,1985,POINT (-93.2166459 43.444054)
1972300,Pottawattamie,Shelby (pt.),July 01 2011,23,POINT (-95.4505587 41.5066731)
1950700,Cedar,Mechanicsville,July 01 2018,1133,POINT (-91.2532455 41.905572)
1906490,Warren,Bevington (pt.),July 01 2011,5,POINT (-93.7902373 41.3595466)
1966045,Dallas,Redfield,July 01 2016,812,POINT (-94.1961117 41.5906044)
19123,Mahaska,Balance of Mahaska County,July 01 2014,7056,POINT (-92.6409094 41.3352035)
1973785,Monona,Soldier,July 01 2014,168,POINT (-95.7801688 41.9842069)
1972345,Polk,Sheldahl (pt.),July 01 2014,136,POINT (-93.6967164 41.8642901)
1954165,Grundy,Morrison,July 01 2015,93,POINT (-92.6732838 42.3429631)
1916050,Guthrie,Coon Rapids (pt.),July 01 2013,0,POINT (-94.6784541 41.8747687)
19039,Clarke,Balance of Clarke County,July 01 2011,3365,POINT (-93.7851579 41.0290323)
1966540,Marshall,Rhodes,July 01 2011,309,POINT (-93.1836907 41.9278263)
1915375,Louisa,Columbus City,July 01 2011,390,POINT (-91.3746897 41.2592765)
1947730,Sac,Lytton (pt.),July 01 2012,266,POINT (-94.8604989 42.4233029)
1948720,Mills,Malvern,July 01 2017,1099,POINT (-95.5856662 41.0075619)
1913215,Wapello,Chillicothe,July 01 2013,97,POINT (-92.5303282 41.0860115)
1914520,Dallas,Clive (pt.),July 01 2017,5422,POINT (-93.7972549 41.6144592)
1964650,O'Brien,Primghar,July 01 2015,871,POINT (-95.6209034 43.0863786)
1925725,Dubuque,Epworth,April 01 2010,1860,POINT (-90.9309156 42.4474634)
1972975,Osceola,Sibley,July 01 2011,2736,POINT (-95.7437957 43.401265)
1967035,Winneshiek,Ridgeway,July 01 2016,295,POINT (-91.9926366 43.2988771)
1915645,Muscatine,Conesville,July 01 2018,424,POINT (-91.3485847 41.3796772)
1955065,Clarke,Murray,July 01 2013,739,POINT (-93.9488848 41.0413552)
1966720,Keokuk,Richland,July 01 2015,565,POINT (-91.9960251 41.1857094)
1954705,Henry,Mount Pleasant,July 01 2013,8561,POINT (-91.5452743 40.9621765)
1917940,Woodbury,Cushing,April 01 2010,220,POINT (-95.675703 42.464969)
1908650,Woodbury,Bronson,July 01 2014,321,POINT (-96.2113577 42.4090069)
1968700,Mahaska,Rose Hill,July 01 2014,165,POINT (-92.4636988 41.3203615)
1922890,Harrison,Dunlap (pt.),April 01 2010,1042,POINT (-95.6005625 41.8526254)
1983595,Johnson,West Branch (pt.),April 01 2010,95,POINT (-91.3406612 41.6627654)
19143,Osceola,Balance of Osceola County,July 01 2013,2253,POINT (-95.6236852 43.3785704)
1987240,Jones,Wyoming,July 01 2017,520,POINT (-91.0051028 42.0597168)
1957225,Iowa,North English (pt.),July 01 2017,999,POINT (-92.0776314 41.5164005)
1959970,Winneshiek,Ossian,July 01 2015,818,POINT (-91.7648546 43.1467277)
1967440,Washington,Riverside,July 01 2017,1030,POINT (-91.536553 41.4981029)
1956550,Dubuque,New Vienna,July 01 2017,414,POINT (-91.1138852 42.5477204)
1969285,Lucas,Russell,July 01 2016,535,POINT (-93.2005385 40.9801052)
1940440,Jasper,Kellogg,July 01 2011,594,POINT (-92.9070787 41.7180274)
1938100,Buchanan,Independence,July 01 2012,5973,POINT (-91.9029773 42.4621659)
1911530,Monona,Castana,July 01 2015,137,POINT (-95.9103984 42.0730934)
1983325,Grundy,Wellsburg,July 01 2011,708,POINT (-92.9265689 42.4338465)
1904915,Jasper,Baxter,July 01 2014,1108,POINT (-93.1524552 41.8252003)
1985215,Monona,Whiting,July 01 2018,728,POINT (-96.1507766 42.1271884)
1945840,Harrison,Little Sioux,July 01 2012,163,POINT (-96.0274587 41.8082038)
1947955,Pottawattamie,Macedonia,July 01 2015,242,POINT (-95.426772 41.1919281)
19159,Ringgold,Balance of Ringgold County,July 01 2016,2297,POINT (-94.2439719 40.7352023)
1922890,Crawford,Dunlap (pt.),July 01 2012,0,POINT (-95.6005625 41.8526254)
1964110,Franklin,Popejoy,July 01 2018,76,POINT (-93.4278229 42.5938807)
1942690,Sac,Lake View,July 01 2013,1120,POINT (-95.0407782 42.3046918)
1975810,Hamilton,Stratford (pt.),July 01 2017,692,POINT (-93.9272412 42.2691235)
1915195,Story,Collins,April 01 2010,495,POINT (-93.3082881 41.9019614)
1951735,Des Moines,Middletown,July 01 2012,327,POINT (-91.262221 40.8273404)
1976260,Fayette,Sumner (pt.),July 01 2012,20,POINT (-92.0974233 42.8494642)
1917220,Howard,Cresco,July 01 2018,3754,POINT (-92.1163502 43.3717573)
1930945,Humboldt,Gilmore City (pt.),July 01 2013,282,POINT (-94.4369129 42.7269003)
1906490,Madison,Bevington (pt.),July 01 2012,57,POINT (-93.7902373 41.3595466)
1983550,Palo Alto,West Bend (pt.),April 01 2010,761,POINT (-94.4456756 42.9599409)
1963885,Cerro Gordo,Plymouth,July 01 2018,363,POINT (-93.1232438 43.2464338)
1931845,Dubuque,Graf,July 01 2014,81,POINT (-90.8732325 42.4938574)
1972525,Fremont,Shenandoah (pt.),July 01 2017,0,POINT (-95.3720582 40.7583016)
1921000,Polk,Des Moines (pt.),July 01 2017,216780,POINT (-93.6104316 41.5725032)
1957225,Iowa,North English (pt.),July 01 2014,1014,POINT (-92.0776314 41.5164005)
1980445,Dallas,Van Meter,July 01 2013,1105,POINT (-93.942715 41.5203654)
19101,Jefferson,Balance of Jefferson County,July 01 2011,4774,POINT (-91.9488774 41.0317596)
1906040,Boone,Berkley,July 01 2013,32,POINT (-94.113648 41.9464164)
1929685,Clayton,Garber,July 01 2013,86,POINT (-91.2618173 42.744429)
1970320,Woodbury,Salix,July 01 2018,386,POINT (-96.3158764 42.3206398)
1958710,Dickinson,Okoboji,July 01 2014,815,POINT (-95.1392893 43.3912199)
1917490,Union,Cromwell,July 01 2018,107,POINT (-94.4617367 41.0403126)
1934590,Allamakee,Harpers Ferry,July 01 2013,326,POINT (-91.1520093 43.2009123)
1931890,Worth,Grafton,July 01 2012,248,POINT (-93.0687031 43.3304389)
1959475,Sioux,Orange City,July 01 2012,6155,POINT (-96.0565364 43.0019143)
1979950,Dallas,Urbandale (pt.),July 01 2014,8356,POINT (-93.7813726 41.6390015)
1964200,Shelby,Portsmouth,July 01 2011,192,POINT (-95.5193136 41.6504163)
1906760,Hamilton,Blairsburg,July 01 2016,208,POINT (-93.6428357 42.47838)
1914250,Fayette,Clermont,April 01 2010,632,POINT (-91.6523116 43.0001627)
1915240,Story,Colo,July 01 2017,844,POINT (-93.3185991 42.014482)
1959250,Jones,Onslow,July 01 2015,193,POINT (-91.0152515 42.1073153)
1923430,Delaware,Earlville,July 01 2016,785,POINT (-91.2701068 42.4827545)
1943275,Allamakee,Lansing,July 01 2011,986,POINT (-91.2258567 43.3606897)
1965820,Black Hawk,Raymond,July 01 2015,822,POINT (-92.2295794 42.4693809)
1937605,Wayne,Humeston,July 01 2018,482,POINT (-93.4972195 40.8609187)
1924915,Montgomery,Elliott,July 01 2015,330,POINT (-95.1628646 41.1493673)
19139,Muscatine,Balance of Muscatine County,July 01 2013,10210,POINT (-91.1127562 41.4839221)
1930000,Benton,Garrison,July 01 2017,361,POINT (-92.1431601 42.1440125)
1940350,Ringgold,Kellerton,July 01 2018,301,POINT (-94.0502485 40.7102575)
1960555,Hardin,Owasa,July 01 2011,43,POINT (-93.2049961 42.4316875)
1950160,Cerro Gordo,Mason City,July 01 2011,27951,POINT (-93.1998074 43.1487201)
1937335,Lee,Houghton,July 01 2011,144,POINT (-91.6108093 40.7836664)
1945480,Buena Vista,Linn Grove,July 01 2011,155,POINT (-95.242346 42.8928146)
1930900,Marshall,Gilman,July 01 2016,500,POINT (-92.7881403 41.878809)
1917265,Union,Creston,July 01 2014,7928,POINT (-94.3650388 41.0597298)
1908875,Plymouth,Brunsville,July 01 2012,152,POINT (-96.2667032 42.8109608)
1972300,Pottawattamie,Shelby (pt.),July 01 2012,23,POINT (-95.4505587 41.5066731)
1962985,Humboldt,Pioneer,July 01 2013,23,POINT (-94.3908921 42.6535255)
1984315,Muscatine,West Liberty,July 01 2018,3794,POINT (-91.2621646 41.5725743)
1912000,Linn,Cedar Rapids,July 01 2015,130635,POINT (-91.6781641 41.966733)
1981885,Linn,Walker,July 01 2014,796,POINT (-91.7808739 42.2873128)
1919630,Delaware,Delaware,July 01 2018,151,POINT (-91.339042 42.4712845)
1929595,Ida,Galva,July 01 2018,418,POINT (-95.4177423 42.5059144)
1975180,Hardin,Steamboat Rock,July 01 2018,303,POINT (-93.0665057 42.4081346)
1929685,Clayton,Garber,July 01 2017,86,POINT (-91.2618173 42.744429)
1933465,Clayton,Guttenberg,July 01 2011,1905,POINT (-91.1059046 42.7887133)
1967800,Linn,Robins,April 01 2010,3142,POINT (-91.6767765 42.0792696)
19077,Grundy,Balance of Grundy County,July 01 2013,4199,POINT (-94.501055 41.6837548)
1905140,Grundy,Beaman,July 01 2014,189,POINT (-92.822187 42.2202167)
1942600,Dickinson,Lake Park,July 01 2016,1127,POINT (-95.325247 43.4477627)
1954390,Appanoose,Moulton,July 01 2016,584,POINT (-92.6765242 40.6854079)
1976935,Mills,Tabor (pt.),July 01 2014,82,POINT (-95.6737118 40.8949387)
1919720,Clinton,Delmar,July 01 2012,518,POINT (-90.6079678 41.9988013)
1901000,Linn,Alburnett,July 01 2016,695,POINT (-91.6209167 42.1493012)
1960780,Plymouth,Oyens,July 01 2014,102,POINT (-96.0582383 42.8199469)
1955965,Buena Vista,Newell,July 01 2011,877,POINT (-95.0039777 42.609682)
1977835,Keokuk,Thornburg,July 01 2014,61,POINT (-92.3327614 41.4553947)
1973335,Plymouth,Sioux City (pt.),July 01 2013,6,POINT (-96.3901359 42.4958196)
1981570,Fayette,Wadena,July 01 2013,254,POINT (-91.6594004 42.8397808)
1985845,Iowa,Williamsburg,July 01 2018,3149,POINT (-92.0098017 41.6679743)
1941790,Calhoun,Knierim,July 01 2012,58,POINT (-94.4559372 42.4561397)
1942870,Jasper,Lambs Grove,April 01 2010,172,POINT (-93.0793489 41.700753)
1919000,Scott,Davenport,April 01 2010,99685,POINT (-90.6051955 41.5557666)
1979680,Appanoose,Unionville,April 01 2010,102,POINT (-92.6957756 40.8181841)
1971760,Wayne,Seymour,July 01 2016,704,POINT (-93.1211905 40.6824151)
1985800,Hamilton,Williams,July 01 2012,337,POINT (-93.5410724 42.489213)
1911170,Pottawattamie,Carson,July 01 2018,817,POINT (-95.418543 41.2359227)
1933285,Poweshiek,Guernsey,July 01 2017,60,POINT (-92.3430868 41.6491514)
1920125,Lucas,Derby,July 01 2017,111,POINT (-93.4564833 40.9303355)
1938820,Sioux,Ireton,July 01 2011,611,POINT (-96.3217494 42.974898)
1919360,Decatur,Decatur City,July 01 2011,191,POINT (-93.8327285 40.7423389)
1934005,Pottawattamie,Hancock,July 01 2014,196,POINT (-95.3636607 41.3921947)
1947010,Clinton,Low Moor,July 01 2011,287,POINT (-90.3542133 41.8023436)
1943905,Woodbury,Lawton,July 01 2017,960,POINT (-96.1851089 42.4769168)
1964290,Allamakee,Postville (pt.),July 01 2012,1901,POINT (-91.5682128 43.0839487)
1940890,Mahaska,Keomah Village,July 01 2014,96,POINT (-92.5367656 41.2885469)
1905905,Ringgold,Benton,July 01 2015,42,POINT (-94.3611955 40.704075)
1900910,Monroe,Albia,July 01 2014,3752,POINT (-92.803847 41.0271155)
1973335,Plymouth,Sioux City (pt.),July 01 2011,6,POINT (-96.3901359 42.4958196)
19127,Marshall,Balance of Marshall County,July 01 2012,7519,POINT (-92.9987706 42.0358499)
1952545,Dallas,Minburn,July 01 2018,343,POINT (-94.0285158 41.7575518)
1901540,Chickasaw,Alta Vista,July 01 2018,253,POINT (-92.4170267 43.1967709)
1924870,Black Hawk,Elk Run Heights,July 01 2016,1148,POINT (-92.2500729 42.4661346)
1919405,Winneshiek,Decorah,July 01 2015,7963,POINT (-91.7850015 43.3018112)
19065,Fayette,Balance of Fayette County,July 01 2015,6390,POINT (-91.8443207 42.8625919)
1944220,Tama,Le Grand (pt.),July 01 2018,0,POINT (-92.7749753 42.0066925)
1956865,Adams,Nodaway,July 01 2016,105,POINT (-94.8953832 40.9365491)
1921675,Emmet,Dolliver,July 01 2013,65,POINT (-94.6143179 43.4638362)
1975810,Webster,Stratford (pt.),July 01 2016,29,POINT (-93.9272412 42.2691235)
1947370,Kossuth,Lu Verne (pt.),July 01 2015,219,POINT (-94.0836262 42.9092283)
1913080,Cherokee,Cherokee,July 01 2012,5187,POINT (-95.5525761 42.7508555)
1924780,Shelby,Elk Horn,July 01 2017,624,POINT (-95.0615601 41.5929843)
1945030,Carroll,Lidderdale,July 01 2013,179,POINT (-94.78367 42.1224953)
1971940,Ringgold,Shannon City (pt.),July 01 2017,5,POINT (-94.2638596 40.8992002)
1921225,Dallas,Dexter,July 01 2012,625,POINT (-94.2276214 41.5153845)
1924735,Polk,Elkhart,July 01 2015,767,POINT (-93.5242476 41.7922878)
1947280,Boone,Luther,July 01 2017,135,POINT (-93.8200542 41.9669307)
1979185,Monona,Turin,April 01 2010,68,POINT (-95.9660243 42.020857)
1961905,O'Brien,Paullina,July 01 2016,1002,POINT (-95.6840248 42.9796318)
1936345,Johnson,Hills,July 01 2018,809,POINT (-91.53393 41.555697)
1911395,Guthrie,Casey (pt.),July 01 2011,411,POINT (-94.5212707 41.5074602)
1947460,Dubuque,Luxemburg,July 01 2014,247,POINT (-91.0725831 42.6040308)
1929055,Louisa,Fredonia,July 01 2011,239,POINT (-91.3393851 41.284514)
1977790,Humboldt,Thor,July 01 2017,180,POINT (-94.0495691 42.6881159)
1953490,Poweshiek,Montezuma,July 01 2012,1436,POINT (-92.5273821 41.5833762)
1979770,Johnson,University Heights,July 01 2018,1049,POINT (-91.5588548 41.6550607)
1922935,Dubuque,Durango,April 01 2010,22,POINT (-90.7743258 42.5610615)
1984450,Dickinson,West Okoboji,July 01 2015,300,POINT (-95.163113 43.348994)
1907075,Muscatine,Blue Grass (pt.),July 01 2015,34,POINT (-90.7648763 41.5095767)
1902485,Carroll,Arcadia,July 01 2016,474,POINT (-95.0431916 42.0861975)
1960690,Jones,Oxford Junction,July 01 2018,488,POINT (-90.954121 41.9837298)
1945660,Marshall,Liscomb,July 01 2013,305,POINT (-93.0061716 42.1910286)
1955110,Muscatine,Muscatine,July 01 2016,23868,POINT (-91.0680884 41.4194742)
1934635,Osceola,Harris,July 01 2011,167,POINT (-95.4370934 43.4435137)
1957630,Worth,Northwood,July 01 2015,1986,POINT (-93.2166459 43.444054)
1967800,Linn,Robins,July 01 2017,3467,POINT (-91.6767765 42.0792696)
1969735,Mitchell,St. Ansgar,July 01 2011,1102,POINT (-92.9177995 43.3797578)
1954930,Woodbury,Moville,July 01 2016,1627,POINT (-96.0679063 42.4894254)
1937155,Delaware,Hopkinton,July 01 2013,613,POINT (-91.248661 42.3431218)
1943140,Carroll,Lanesboro,July 01 2011,118,POINT (-94.6921692 42.1826597)
1912720,Lucas,Chariton,July 01 2016,4134,POINT (-93.3094486 41.0175751)
1900865,Buena Vista,Albert City,July 01 2015,689,POINT (-94.949139 42.7816026)
1907210,Humboldt,Bode,July 01 2014,296,POINT (-94.2862417 42.868027)
1961230,Linn,Palo,July 01 2016,1079,POINT (-91.8000825 42.0645741)
1934410,Webster,Harcourt,July 01 2015,292,POINT (-94.1745288 42.2605617)
1909685,Kossuth,Burt,July 01 2012,526,POINT (-94.2210539 43.1989094)
1968925,Clay,Rossie,July 01 2016,70,POINT (-95.1886124 43.0136605)
1948900,Worth,Manly,July 01 2018,1288,POINT (-93.2009752 43.2880706)
19059,Dickinson,Balance of Dickinson County,July 01 2012,4142,POINT (-95.1508301 43.3779848)
1953760,Lee,Montrose,July 01 2013,810,POINT (-91.4165412 40.526117)
1910450,Van Buren,Cantril,July 01 2011,220,POINT (-92.0684662 40.6428412)
1928920,Boone,Fraser,July 01 2013,99,POINT (-93.9734887 42.1250435)
19089,Howard,Balance of Howard County,July 01 2015,3811,POINT (-92.3171989 43.3567673)
1976665,Marion,Swan,April 01 2010,72,POINT (-93.3095681 41.4674984)
19095,Iowa,Balance of Iowa County,July 01 2017,8109,POINT (-92.065524 41.6863229)
19011,Benton,Balance of Benton County,July 01 2015,8833,POINT (-92.0656912 42.0801864)
1956325,Henry,New London,July 01 2013,1880,POINT (-91.4011156 40.9231717)
1946920,Cedar,Lowden,July 01 2015,765,POINT (-90.9236914 41.8591084)
1915645,Muscatine,Conesville,July 01 2014,428,POINT (-91.3485847 41.3796772)
1955200,Appanoose,Mystic,July 01 2011,421,POINT (-92.9446124 40.7791816)
1903610,Sac,Auburn,July 01 2012,316,POINT (-94.8777258 42.2495688)
1957495,Chickasaw,North Washington,July 01 2012,115,POINT (-92.4153905 43.117289)
1906895,Page,Blanchard,July 01 2013,37,POINT (-95.2214595 40.5807827)
1907075,Muscatine,Blue Grass (pt.),July 01 2012,18,POINT (-90.7648763 41.5095767)
1966315,Grundy,Reinbeck,July 01 2011,1675,POINT (-92.5942704 42.3225055)
1978825,Pottawattamie,Treynor,July 01 2011,923,POINT (-95.6063422 41.2321933)
1922620,Butler,Dumont,July 01 2017,612,POINT (-92.9735076 42.7521928)
1982200,Louisa,Wapello,April 01 2010,2067,POINT (-91.188117 41.1770957)
1940890,Mahaska,Keomah Village,July 01 2011,96,POINT (-92.5367656 41.2885469)
1938010,Ida,Ida Grove,July 01 2016,2094,POINT (-95.4731796 42.343883)
19027,Carroll,Balance of Carroll County,July 01 2013,4397,POINT (-94.8605593 42.0362382)
1957675,Warren,Norwalk (pt.),April 01 2010,8945,POINT (-93.6922661 41.4914536)
1935130,Pocahontas,Havelock,July 01 2016,129,POINT (-94.7008548 42.8331095)
1968385,Monona,Rodney,July 01 2017,58,POINT (-95.9507042 42.2047575)
1924915,Montgomery,Elliott,July 01 2018,322,POINT (-95.1628646 41.1493673)
1908560,Butler,Bristow,July 01 2017,153,POINT (-92.9079267 42.7738236)
1966000,Ringgold,Redding,July 01 2016,79,POINT (-94.3862876 40.6068297)
1902620,Butler,Aredale,July 01 2016,70,POINT (-93.0053681 42.8331955)
1975000,Montgomery,Stanton,July 01 2015,633,POINT (-95.1029513 40.9810147)
1980985,Montgomery,Villisca,July 01 2017,1168,POINT (-94.9819234 40.9298265)
19105,Jones,Balance of Jones County,July 01 2011,8642,POINT (-91.1314352 42.1212397)
1950430,Sioux,Maurice,July 01 2018,271,POINT (-96.1827384 42.9660542)
1902260,Cass,Anita,July 01 2012,954,POINT (-94.7658827 41.4437451)
1940350,Ringgold,Kellerton,July 01 2014,302,POINT (-94.0502485 40.7102575)
1912225,Jones,Center Junction,July 01 2018,250,
1940890,Mahaska,Keomah Village,July 01 2015,93,POINT (-92.5367656 41.2885469)
1947370,Kossuth,Lu Verne (pt.),April 01 2010,225,POINT (-94.0836262 42.9092283)
1978285,Cedar,Tipton,July 01 2014,3183,POINT (-91.1283723 41.7697904)
1974685,Warren,Spring Hill,July 01 2015,63,POINT (-93.6498879 41.4121875)
1932115,Louisa,Grandview,July 01 2016,538,POINT (-91.1882749 41.2772257)
1981345,Clayton,Volga,July 01 2018,196,POINT (-91.5422736 42.8026667)
1973785,Monona,Soldier,July 01 2015,167,POINT (-95.7801688 41.9842069)
1917760,Cass,Cumberland,July 01 2014,250,POINT (-94.8706703 41.273088)
1986070,Muscatine,Wilton (pt.),July 01 2016,2830,POINT (-91.0269994 41.5898612)
