FIPS,County,City,Year,Estimate,Primary Point
1940395,Story,Kelley,July 01 2012,308,POINT (-93.6654994 41.9508068)
1904645,Webster,Barnum,July 01 2017,185,POINT (-94.365698 42.5062002)
1931980,Greene,Grand Junction,April 01 2010,824,POINT (-94.2370224 42.032965)
1981120,Tama,Vining,April 01 2010,50,POINT (-92.3875202 41.990983)
1959835,Clarke,Osceola,July 01 2017,5054,POINT (-93.7796689 41.029945)
1950160,Cerro Gordo,Mason City,April 01 2010,28079,POINT (-93.1998074 43.1487201)
1974415,Dickinson,Spirit Lake,July 01 2015,4983,POINT (-95.1108029 43.4177008)
1908605,Hancock,Britt,July 01 2015,2033,POINT (-93.8031592 43.0974978)
1922935,Dubuque,Durango,July 01 2013,24,POINT (-90.7743258 42.5610615)
1900235,Warren,Ackworth,July 01 2015,107,POINT (-93.4747827 41.3663016)
19061,Dubuque,Balance of Dubuque County,July 01 2016,19524,POINT (-90.8824564 42.468832)
1901495,Buena Vista,Alta,July 01 2016,1952,POINT (-95.3045104 42.6716795)
1946290,Kossuth,Lone Rock,July 01 2017,140,POINT (-94.3254999 43.2208068)
1969060,Buchanan,Rowley,July 01 2011,263,POINT (-91.8444965 42.3684882)
1981840,Linn,Walford (pt.),July 01 2013,387,POINT (-91.8305169 41.8796623)
1900865,Buena Vista,Albert City,July 01 2018,671,POINT (-94.949139 42.7816026)
1965910,Bremer,Readlyn,July 01 2017,836,POINT (-92.225022 42.7037692)
1982965,Henry,Wayland,July 01 2015,953,POINT (-91.659088 41.148462)
1919945,Crawford,Denison,July 01 2014,8355,POINT (-95.3528292 42.0159708)
1961770,Iowa,Parnell,April 01 2010,193,POINT (-92.0045582 41.583661)
1962040,Marion,Pella (pt.),July 01 2018,10333,POINT (-92.9177547 41.4051393)
1968700,Mahaska,Rose Hill,July 01 2013,166,POINT (-92.4636988 41.3203615)
1939405,Bremer,Janesville (pt.),July 01 2017,847,POINT (-92.4629269 42.6458874)
1941115,Benton,Keystone,July 01 2011,618,POINT (-92.198287 41.9997178)
1920035,Bremer,Denver,July 01 2012,1783,POINT (-92.3346405 42.6688889)
19049,Dallas,Balance of Dallas County,July 01 2012,10651,POINT (-94.0397374 41.6848862)
1953625,Jones,Monticello,April 01 2010,115,POINT (-91.1836421 42.2303515)
1985215,Monona,Whiting,July 01 2012,748,POINT (-96.1507766 42.1271884)
1907075,Muscatine,Blue Grass (pt.),April 01 2010,16,POINT (-90.7648763 41.5095767)
1916140,Washington,Coppock (pt.),July 01 2013,13,POINT (-91.7150539 41.163535)
1952500,Van Buren,Milton,July 01 2015,412,POINT (-92.1621496 40.671185)
19143,Osceola,Balance of Osceola County,July 01 2016,2205,POINT (-95.6236852 43.3785704)
1933060,Polk,Grimes (pt.),July 01 2012,9190,POINT (-93.7945972 41.6775439)
1900865,Buena Vista,Albert City,July 01 2017,680,POINT (-94.949139 42.7816026)
1959970,Winneshiek,Ossian,July 01 2017,792,POINT (-91.7648546 43.1467277)
1981840,Linn,Walford (pt.),July 01 2017,397,POINT (-91.8305169 41.8796623)
1944715,Louisa,Letts,July 01 2018,378,POINT (-91.23563 41.3298031)
19147,Palo Alto,Balance of Palo Alto County,July 01 2011,2557,POINT (-94.6781371 43.0820643)
1906850,Wapello,Blakesburg,April 01 2010,296,POINT (-92.6348019 40.9619732)
1973605,Woodbury,Sloan,July 01 2011,975,POINT (-96.2257127 42.2324178)
1909235,Scott,Buffalo,July 01 2016,1286,POINT (-90.6982147 41.4648017)
1908695,Poweshiek,Brooklyn,July 01 2018,1401,POINT (-92.4452965 41.731528)
1976440,Dickinson,Superior,July 01 2017,122,POINT (-94.946743 43.433689)
1975405,Van Buren,Stockport,July 01 2011,294,POINT (-91.8333604 40.8572858)
1902485,Carroll,Arcadia,July 01 2017,487,POINT (-95.0431916 42.0861975)
1977835,Keokuk,Thornburg,July 01 2015,61,POINT (-92.3327614 41.4553947)
1943680,Marshall,Laurel,July 01 2012,241,POINT (-92.922164 41.884062)
1967125,Calhoun,Rinard,July 01 2017,50,POINT (-94.4849296 42.3396126)
1916140,Henry,Coppock (pt.),July 01 2011,30,POINT (-91.7150539 41.163535)
1986520,Madison,Winterset,July 01 2014,5114,POINT (-94.013512 41.3455206)
1932070,Decatur,Grand River,July 01 2011,229,POINT (-93.9633868 40.8189407)
1913755,Butler,Clarksville,April 01 2010,1439,POINT (-92.6680076 42.7799869)
1902800,Union,Arispe,July 01 2011,100,POINT (-94.2191509 40.9480308)
1929280,Muscatine,Fruitland,July 01 2014,981,POINT (-91.1287744 41.347424)
1964110,Franklin,Popejoy,July 01 2016,76,POINT (-93.4278229 42.5938807)
1919945,Crawford,Denison,July 01 2016,8395,POINT (-95.3528292 42.0159708)
1937200,Woodbury,Hornick,July 01 2012,223,POINT (-96.0970575 42.2304643)
1921180,Clinton,De Witt,July 01 2017,5177,POINT (-90.5438894 41.8224214)
1930900,Marshall,Gilman,July 01 2014,509,POINT (-92.7881403 41.878809)
1905095,Ringgold,Beaconsfield,July 01 2013,14,POINT (-94.0506804 40.8075746)
1943410,Lyon,Larchwood,July 01 2016,869,POINT (-96.4368372 43.4544239)
1964290,Clayton,Postville (pt.),July 01 2016,266,POINT (-91.5682128 43.0839487)
1961050,Pocahontas,Palmer,July 01 2016,155,POINT (-94.5984729 42.6298621)
1905590,Benton,Belle Plaine,July 01 2014,2469,POINT (-92.2753004 41.8952524)
1964740,Scott,Princeton,July 01 2017,944,POINT (-90.3571712 41.6742514)
1901000,Linn,Alburnett,July 01 2017,700,POINT (-91.6209167 42.1493012)
1952860,Harrison,Missouri Valley,July 01 2016,2638,POINT (-95.9027827 41.5573821)
1925500,Mills,Emerson,July 01 2016,439,POINT (-95.4027422 41.018044)
1978600,Clinton,Toronto,July 01 2015,121,POINT (-90.8627574 41.9028894)
1977565,Union,Thayer,July 01 2013,59,POINT (-94.0497355 41.0289671)
1945030,Carroll,Lidderdale,July 01 2015,175,POINT (-94.78367 42.1224953)
1904555,Mahaska,Barnes City (pt.),April 01 2010,159,POINT (-92.4696188 41.5070595)
1952905,Mitchell,Mitchell,April 01 2010,138,POINT (-92.8708732 43.320421)
1952905,Mitchell,Mitchell,July 01 2013,135,POINT (-92.8708732 43.320421)
1968250,Cerro Gordo,Rockwell,July 01 2011,1041,POINT (-93.1871266 42.979966)
1956685,Muscatine,Nichols,July 01 2011,371,POINT (-91.307943 41.4796928)
1924825,Clayton,Elkport,April 01 2010,37,POINT (-91.2749402 42.7415739)
1966045,Dallas,Redfield,April 01 2010,835,POINT (-94.1961117 41.5906044)
1980580,Cerro Gordo,Ventura,July 01 2016,718,POINT (-93.4621042 43.1283345)
1947010,Clinton,Low Moor,July 01 2018,262,POINT (-90.3542133 41.8023436)
1908425,Adair,Bridgewater,July 01 2012,177,POINT (-94.6689384 41.2470992)
1943590,Franklin,Latimer,July 01 2012,498,POINT (-93.3655999 42.762884)
1940260,Hancock,Kanawha,July 01 2018,603,POINT (-93.7932443 42.9341778)
19105,Jones,Balance of Jones County,July 01 2015,8554,POINT (-91.1314352 42.1212397)
1939225,Guthrie,Jamaica,July 01 2018,217,POINT (-94.3069709 41.8452279)
1981705,Scott,Walcott (pt.),July 01 2015,1644,POINT (-90.771914 41.5865454)
1944355,Winnebago,Leland,April 01 2010,289,POINT (-93.6350977 43.3318155)
1903115,Ida,Arthur,July 01 2013,203,POINT (-95.3469405 42.3353614)
1940890,Mahaska,Keomah Village,July 01 2016,94,POINT (-92.5367656 41.2885469)
1903025,Dickinson,Arnolds Park,July 01 2016,1250,POINT (-95.1362945 43.3602008)
1904510,Dubuque,Bankston,July 01 2018,27,POINT (-90.9613258 42.5075801)
1914655,Tama,Clutier,July 01 2013,211,POINT (-92.4036082 42.0793295)
1901990,Jones,Anamosa,July 01 2012,5549,POINT (-91.2757691 42.109152)
1946065,Jefferson,Lockridge,July 01 2013,282,POINT (-91.7492245 40.9936662)
1918345,Greene,Dana,July 01 2011,71,POINT (-94.238368 42.1070968)
1949215,Jackson,Maquoketa (pt.),July 01 2015,6026,POINT (-90.6650882 42.0598994)
19023,Butler,Balance of Butler County,July 01 2015,5616,POINT (-92.7901934 42.7315661)
1900640,Wapello,Agency,July 01 2018,646,POINT (-92.3072288 40.997475)
1946515,Union,Lorimor,July 01 2017,351,POINT (-94.0570493 41.1266756)
1921405,Grundy,Dike,July 01 2013,1230,POINT (-92.6255847 42.4641335)
19073,Greene,Balance of Greene County,July 01 2012,2589,POINT (-94.3968356 42.0362394)
1959565,Adair,Orient,July 01 2016,369,POINT (-94.4178978 41.2032884)
1922845,Black Hawk,Dunkerton,July 01 2014,849,POINT (-92.161378 42.5673881)
1945795,Lyon,Little Rock,July 01 2018,438,POINT (-95.880437 43.4454349)
1985305,Hardin,Whitten,July 01 2013,146,POINT (-93.0096885 42.2625946)
1907660,Dallas,Bouton,July 01 2012,132,POINT (-94.0105732 41.8511411)
1940935,Van Buren,Keosauqua,July 01 2012,987,POINT (-91.9605345 40.7346892)
1917760,Cass,Cumberland,July 01 2012,257,POINT (-94.8706703 41.273088)
1979950,Dallas,Urbandale (pt.),July 01 2017,10476,POINT (-93.7813726 41.6390015)
19151,Pocahontas,Balance of Pocahontas County,July 01 2014,2302,POINT (-94.6787466 42.7341351)
1943815,Chickasaw,Lawler,July 01 2016,427,POINT (-92.153525 43.0717656)
1915195,Story,Collins,July 01 2016,482,POINT (-93.3082881 41.9019614)
1911755,Black Hawk,Cedar Falls,July 01 2016,41445,POINT (-92.4532603 42.5196928)
1927210,Kossuth,Fenton,July 01 2014,262,POINT (-94.4279672 43.2181569)
1907750,Boone,Boxholm,July 01 2015,193,POINT (-94.1062028 42.1736058)
1944805,Cass,Lewis,July 01 2017,407,POINT (-95.0842834 41.3064931)
1983595,Cedar,West Branch (pt.),July 01 2012,2235,POINT (-91.3406612 41.6627654)
1905050,Mahaska,Beacon,July 01 2018,479,POINT (-92.681397 41.2746235)
1969915,Madison,St. Charles,July 01 2012,644,POINT (-93.8074923 41.2880818)
1918255,Dallas,Dallas Center,July 01 2015,1696,POINT (-93.9816407 41.6854114)
1973290,Sioux,Sioux Center,July 01 2011,7132,POINT (-96.1707089 43.0746484)
1926175,Clay,Everly,July 01 2013,587,POINT (-95.3198127 43.1618843)
1948675,Ringgold,Maloy,July 01 2015,28,POINT (-94.4119202 40.6731797)
19059,Dickinson,Balance of Dickinson County,July 01 2011,4149,POINT (-95.1508301 43.3779848)
19097,Jackson,Balance of Jackson County,July 01 2014,7897,POINT (-90.5742294 42.1717426)
1906355,Scott,Bettendorf,July 01 2017,35945,POINT (-90.4764586 41.56564)
1952815,Jasper,Mingo,July 01 2012,299,POINT (-93.2826185 41.7662068)
1979815,Mahaska,University Park,July 01 2011,489,POINT (-92.6149705 41.2855651)
1916050,Guthrie,Coon Rapids (pt.),July 01 2012,0,POINT (-94.6784541 41.8747687)
1948450,Boone,Madrid,July 01 2013,2558,POINT (-93.820109 41.8756295)
1956415,Hardin,New Providence,July 01 2018,224,POINT (-93.1718387 42.2811866)
1974775,Linn,Springville,July 01 2015,1129,POINT (-91.4457379 42.0529659)
1978285,Cedar,Tipton,July 01 2013,3170,POINT (-91.1283723 41.7697904)
1903295,Osceola,Ashton,July 01 2014,440,POINT (-95.7924931 43.308844)
1969960,Jackson,St. Donatus,July 01 2018,129,POINT (-90.5420029 42.3622991)
1957225,Keokuk,North English (pt.),July 01 2017,9,POINT (-92.0776314 41.5164005)
1934455,Humboldt,Hardy,July 01 2011,47,POINT (-94.0511447 42.8101495)
1974910,Hamilton,Stanhope,July 01 2016,409,POINT (-93.7960023 42.2889306)
1945435,Wayne,Lineville,July 01 2015,216,POINT (-93.5231892 40.5869857)
1913980,Taylor,Clearfield (pt.),July 01 2018,338,POINT (-94.4825546 40.8025441)
1926940,Webster,Farnhamville (pt.),July 01 2012,0,POINT (-94.407793 42.2767837)
1940845,Lee,Keokuk,July 01 2015,10504,POINT (-91.403029 40.4095595)
1939900,Calhoun,Jolley,July 01 2016,27,POINT (-94.7182601 42.4794481)
19007,Appanoose,Balance of Appanoose County,July 01 2013,4556,POINT (-92.8686104 40.7431635)
1977565,Union,Thayer,April 01 2010,59,POINT (-94.0497355 41.0289671)
1983190,Decatur,Weldon,July 01 2012,120,POINT (-93.7355473 40.8972891)
1900775,Plymouth,Akron,July 01 2012,1498,POINT (-96.5570105 42.8266985)
1977970,Fremont,Thurman,July 01 2018,216,POINT (-95.7488095 40.8202236)
1964875,Wayne,Promise City,July 01 2013,109,POINT (-93.1497895 40.7473394)
1972345,Polk,Sheldahl (pt.),July 01 2018,138,POINT (-93.6967164 41.8642901)
1923385,Shelby,Earling,July 01 2012,439,POINT (-95.4189906 41.7761726)
1912270,Linn,Center Point,July 01 2016,2532,POINT (-91.7794373 42.1843009)
1913215,Wapello,Chillicothe,July 01 2017,98,POINT (-92.5303282 41.0860115)
1951060,Osceola,Melvin,July 01 2018,201,POINT (-95.608646 43.2864738)
1959835,Clarke,Osceola,July 01 2018,5193,POINT (-93.7796689 41.029945)
1948720,Mills,Malvern,July 01 2012,1128,POINT (-95.5856662 41.0075619)
1924645,Fayette,Elgin,July 01 2012,673,POINT (-91.6355924 42.9553694)
1913980,Ringgold,Clearfield (pt.),July 01 2015,6,POINT (-94.4825546 40.8025441)
1942465,Calhoun,Lake City,July 01 2018,1657,POINT (-94.7310464 42.2676372)
1910765,Polk,Carlisle (pt.),July 01 2014,95,POINT (-93.4877345 41.511846)
1965055,Davis,Pulaski,July 01 2011,263,POINT (-92.2737906 40.6928807)
1953490,Poweshiek,Montezuma,July 01 2017,1404,POINT (-92.5273821 41.5833762)
1913755,Butler,Clarksville,July 01 2013,1425,POINT (-92.6680076 42.7799869)
1945255,Tama,Lincoln,July 01 2018,149,POINT (-92.6913872 42.2634642)
1937155,Delaware,Hopkinton,July 01 2011,620,POINT (-91.248661 42.3431218)
1948810,Delaware,Manchester,April 01 2010,5179,POINT (-91.4556248 42.4853639)
1969105,Clay,Royal,July 01 2016,422,POINT (-95.283721 43.0644413)
1912720,Lucas,Chariton,July 01 2017,4130,POINT (-93.3094486 41.0175751)
1975135,Marshall,State Center,July 01 2012,1480,POINT (-93.1652582 42.0148885)
1941655,Hancock,Klemme,July 01 2011,503,POINT (-93.6013217 43.0097729)
1930945,Pocahontas,Gilmore City (pt.),July 01 2011,220,POINT (-94.4369129 42.7269003)
1914430,Clinton,Clinton,July 01 2014,26106,POINT (-90.2407895 41.8434359)
1976755,Kossuth,Swea City,July 01 2013,532,POINT (-94.3109198 43.3832998)
1966360,Buena Vista,Rembrandt,July 01 2016,202,POINT (-95.1656104 42.8257187)
1982470,Allamakee,Waterville,July 01 2012,142,POINT (-91.2960274 43.2083217)
1918435,Des Moines,Danville,July 01 2017,916,POINT (-91.3145579 40.8600374)
1972660,Dubuque,Sherrill,July 01 2014,177,POINT (-90.7841885 42.6043231)
1923115,Delaware,Dyersville (pt.),July 01 2015,225,POINT (-91.1174613 42.4817273)
1975630,Buena Vista,Storm Lake,July 01 2016,10718,POINT (-95.1970008 42.6431467)
1938595,Johnson,Iowa City,July 01 2013,71453,POINT (-91.5304657 41.6557794)
1982065,Pottawattamie,Walnut,July 01 2012,780,POINT (-95.2204992 41.4884727)
1910450,Van Buren,Cantril,July 01 2018,206,POINT (-92.0684662 40.6428412)
1959115,Monona,Onawa,April 01 2010,2998,POINT (-96.0905046 42.0267577)
1959970,Winneshiek,Ossian,July 01 2018,782,POINT (-91.7648546 43.1467277)
1966000,Ringgold,Redding,July 01 2017,80,POINT (-94.3862876 40.6068297)
1910045,Winneshiek,Calmar,April 01 2010,978,POINT (-91.8677508 43.1805636)
1980400,Benton,Van Horne,July 01 2015,663,POINT (-92.0894145 42.009549)
1982335,Washington,Washington,July 01 2016,7372,POINT (-91.6928008 41.2982237)
1965595,Hamilton,Randall,July 01 2012,170,POINT (-93.602632 42.2371232)
1978825,Pottawattamie,Treynor,July 01 2015,950,POINT (-95.6063422 41.2321933)
1916050,Guthrie,Coon Rapids (pt.),July 01 2011,0,POINT (-94.6784541 41.8747687)
19079,Hamilton,Balance of Hamilton County,July 01 2012,3703,POINT (-93.7068085 42.3837722)
1958575,Sac,Odebolt,July 01 2011,999,POINT (-95.2542336 42.3117964)
1916230,Johnson,Coralville,July 01 2013,20046,POINT (-91.5968051 41.6989902)
1926850,Clayton,Farmersburg,July 01 2015,275,POINT (-91.3670694 42.9588667)
1972525,Page,Shenandoah (pt.),July 01 2018,4890,POINT (-95.3720582 40.7583016)
1949755,Marshall,Marshalltown,July 01 2014,27617,POINT (-92.9066945 42.0341021)
1969375,Humboldt,Rutland,July 01 2017,123,POINT (-94.2951894 42.7614337)
1908065,Humboldt,Bradgate,July 01 2014,84,POINT (-94.4196235 42.8028773)
1900910,Monroe,Albia,July 01 2015,3789,POINT (-92.803847 41.0271155)
1969915,Madison,St. Charles,July 01 2016,621,POINT (-93.8074923 41.2880818)
1982875,Bremer,Waverly,July 01 2016,10052,POINT (-92.470638 42.7249871)
1959565,Adair,Orient,April 01 2010,408,POINT (-94.4178978 41.2032884)
1947370,Kossuth,Lu Verne (pt.),July 01 2011,223,POINT (-94.0836262 42.9092283)
1921405,Grundy,Dike,July 01 2018,1280,POINT (-92.6255847 42.4641335)
1963615,Jefferson,Pleasant Plain,July 01 2016,101,POINT (-91.8596295 41.1472162)
1964425,Linn,Prairieburg,July 01 2017,186,POINT (-91.4258359 42.2377349)
1971355,Poweshiek,Searsboro,July 01 2012,146,POINT (-92.7042765 41.5792084)
1915645,Muscatine,Conesville,July 01 2015,428,POINT (-91.3485847 41.3796772)
1962985,Humboldt,Pioneer,July 01 2016,22,POINT (-94.3908921 42.6535255)
1975180,Hardin,Steamboat Rock,July 01 2017,306,POINT (-93.0665057 42.4081346)
1909145,Crawford,Buck Grove,July 01 2014,43,POINT (-95.3951051 41.9178251)
1931395,Carroll,Glidden,July 01 2016,1118,POINT (-94.7266652 42.0576308)
1956505,Jasper,Newton,July 01 2018,15209,POINT (-93.0404672 41.6965281)
1945030,Carroll,Lidderdale,July 01 2014,176,POINT (-94.78367 42.1224953)
1918345,Greene,Dana,July 01 2015,68,POINT (-94.238368 42.1070968)
1933105,Poweshiek,Grinnell,April 01 2010,9218,POINT (-92.7244148 41.7372767)
1903295,Osceola,Ashton,July 01 2012,439,POINT (-95.7924931 43.308844)
1926355,Buchanan,Fairbank (pt.),July 01 2011,812,POINT (-92.0475697 42.6401042)
19193,Woodbury,Balance of Woodbury County,July 01 2018,8158,POINT (-96.0447673 42.3897169)
1917670,Hancock,Crystal Lake,April 01 2010,250,POINT (-93.792707 43.2229779)
1919450,Carroll,Dedham,July 01 2018,258,POINT (-94.8232369 41.9087315)
1972435,Butler,Shell Rock,April 01 2010,1296,POINT (-92.5818767 42.7122338)
1944490,Taylor,Lenox (pt.),July 01 2011,1403,POINT (-94.5583357 40.8830419)
1950610,Fayette,Maynard,July 01 2017,492,POINT (-91.8774931 42.7739217)
1922980,Muscatine,Durant (pt.),July 01 2014,8,POINT (-90.9119451 41.6014845)
1981840,Benton,Walford (pt.),July 01 2012,1066,POINT (-91.8305169 41.8796623)
1984945,Clinton,Wheatland,April 01 2010,764,POINT (-90.8378722 41.8328916)
1953175,Harrison,Mondamin,July 01 2011,399,POINT (-96.0214962 41.7100398)
1943005,Buchanan,Lamont,July 01 2015,460,POINT (-91.6404271 42.5985649)
1964425,Linn,Prairieburg,July 01 2016,186,POINT (-91.4258359 42.2377349)
1932160,Dallas,Granger (pt.),July 01 2018,1165,POINT (-93.8247737 41.7619744)
1983910,Polk,West Des Moines (pt.),July 01 2015,45204,POINT (-93.7802969 41.5527354)
1926895,Van Buren,Farmington,July 01 2011,659,POINT (-91.7390137 40.6388538)
1968205,Sioux,Rock Valley,July 01 2014,3631,POINT (-96.2915964 43.2044873)
1904420,Kossuth,Bancroft,July 01 2012,726,POINT (-94.2175386 43.292755)
1957945,Appanoose,Numa,July 01 2011,92,POINT (-92.9799877 40.6854066)
1949305,Floyd,Marble Rock,April 01 2010,307,POINT (-92.8683374 42.9647201)
1949575,Cass,Marne,July 01 2011,118,POINT (-95.1107615 41.4489055)
1954435,Benton,Mount Auburn,July 01 2017,146,POINT (-92.094317 42.2574343)
1971355,Poweshiek,Searsboro,April 01 2010,148,POINT (-92.7042765 41.5792084)
1913980,Taylor,Clearfield (pt.),July 01 2013,345,POINT (-94.4825546 40.8025441)
1948585,Palo Alto,Mallard,July 01 2014,265,POINT (-94.6831596 42.9393896)
1940215,Hamilton,Kamrar,April 01 2010,199,POINT (-93.7279798 42.3896833)
1958395,Louisa,Oakville,April 01 2010,173,POINT (-91.0436173 41.0981152)
1944805,Cass,Lewis,July 01 2013,421,POINT (-95.0842834 41.3064931)
1977790,Humboldt,Thor,April 01 2010,186,POINT (-94.0495691 42.6881159)
1904555,Poweshiek,Barnes City (pt.),July 01 2013,17,POINT (-92.4696188 41.5070595)
1903520,Cass,Atlantic,July 01 2012,6999,POINT (-95.0138852 41.3956577)
1913125,Howard,Chester,July 01 2016,121,POINT (-92.3639508 43.4918437)
1911215,Pottawattamie,Carter Lake,July 01 2011,3792,POINT (-95.9169331 41.2884608)
1926310,Appanoose,Exline,July 01 2018,154,POINT (-92.8431396 40.649046)
1962760,Woodbury,Pierson,July 01 2016,358,POINT (-95.8652766 42.5428025)
1932115,Louisa,Grandview,July 01 2018,533,POINT (-91.1882749 41.2772257)
1943725,Pocahontas,Laurens,July 01 2016,1159,POINT (-94.8482953 42.8477467)
1922620,Butler,Dumont,July 01 2015,625,POINT (-92.9735076 42.7521928)
1969915,Madison,St. Charles,July 01 2011,653,POINT (-93.8074923 41.2880818)
1949575,Cass,Marne,July 01 2014,115,POINT (-95.1107615 41.4489055)
1925995,Black Hawk,Evansdale,July 01 2013,4783,POINT (-92.2764679 42.4634704)
1940845,Lee,Keokuk,July 01 2012,10696,POINT (-91.403029 40.4095595)
1933195,Grundy,Grundy Center,July 01 2011,2713,POINT (-92.7743996 42.3637582)
1964650,O'Brien,Primghar,July 01 2014,884,POINT (-95.6209034 43.0863786)
1975000,Montgomery,Stanton,July 01 2017,645,POINT (-95.1029513 40.9810147)
1976755,Kossuth,Swea City,April 01 2010,536,POINT (-94.3109198 43.3832998)
19103,Johnson,Balance of Johnson County,July 01 2011,21549,POINT (-91.5880849 41.6715511)
1910585,Adams,Carbon,July 01 2018,31,POINT (-94.8240034 41.0496609)
1975045,Cedar,Stanwood,July 01 2014,666,POINT (-91.1487706 41.8930402)
19085,Harrison,Balance of Harrison County,July 01 2018,6182,POINT (-95.8169209 41.6828528)
1981075,Webster,Vincent,July 01 2013,168,POINT (-94.018863 42.5918299)
19081,Hancock,Balance of Hancock County,July 01 2015,3592,POINT (-93.7342723 43.0818861)
1965415,Winnebago,Rake,July 01 2014,220,POINT (-93.9201734 43.4805671)
1903115,Ida,Arthur,July 01 2014,200,POINT (-95.3469405 42.3353614)
1921045,Dallas,De Soto,April 01 2010,1050,POINT (-94.009715 41.5363839)
1961860,Madison,Patterson,April 01 2010,130,POINT (-93.8771716 41.3484882)
1931665,Clinton,Goose Lake,July 01 2017,225,POINT (-90.3817617 41.9678833)
